FEED_CAT_CODE;FEED_CAT_NAME;FEED_CL_CODE;FEED_CLASS.FEED_CL_NAME;FEED_CODE;FEED.FEED_NAME;FEED.FEED_DEF;FEED_CAT_NAME_ENGLISH;FEED_CLASS_WORLD.FEED_CL_NAME;FEED_WORLD.FEED_NAME;FEED_WORLD.FEED_DEF
1;C‚r‚ales;1080;C‚r‚ales (autres);7566;Grain de cram-cram (Cenchrus biflorus);Grain de cram-cram (Cenchrus biflorus Roxb.);Cereal grains;Other cereals;Indian sandbur (Cenchrus biflorus), grain;Seed of indian sandbur (Cenchrus biflorus Roxb.)
1;C‚r‚ales;1080;C‚r‚ales (autres);7571;Grain de panic pied-de-coq (Echinochloa colona);Grain de panic pied-de-coq (Echinochloa colona (L.) Link);Cereal grains;Other cereals;Jungle rice (Echinochloa colona), grain;Seed of jungle rice (Echinochloa colona (L.) Link)
1;C‚r‚ales;1080;C‚r‚ales (autres);7620;Grain de pennisetum (Pennisetum violaceum);Grain de pennisetum (Pennisetum violaceum (Lam.) Rich..);Cereal grains;Other cereals;Pennisetum (Pennisetum violaceum), grain;Seed of pennisetum (Pennisetum violaceum (Lam.) Rich..)
1;C‚r‚ales;1080;C‚r‚ales (autres);7632;Grain de riz rouge (Oryza punctata);Grain de riz rouge (Oryza punctata Kotschy ex Steud.);Cereal grains;Other cereals;Red rice (Oryza punctata), grain;Seed of red rice (Oryza punctata Kotschy ex Steud.)
1;C‚r‚ales;1080;C‚r‚ales (autres);7892;Grain de panic pied-de-coq (Echinochloa crus-galli);Grain de panic pied-de-coq (Echinochloa crus-galli (L.) P.Beauv.);Cereal grains;Other cereals;Cockspur grass (Echinochloa crus-galli), grain;Seed of cockspur grass (Echinochloa crus-galli (L.) P.Beauv.)
1;C‚r‚ales;1080;C‚r‚ales (autres);8114;Eleusine (Eleusine coracana) d‚cortiqu‚e;Graine d'‚leusine (Eleusine coracana (L.) Gaertn.) d‚cortiqu‚e. Synonymes : eleusine, millet africain, millet indien, rupuko, ragi.;Cereal grains;Other cereals;Finger millet (Eleusine coracana), grain, dehulled;Dehulled grain of finger millet (Eleusine coracana (L.) Gaertn.). Other name : eleusine.
1;C‚r‚ales;1080;C‚r‚ales (autres);8150;Sarrasin (Fagopyrum esculentum) d‚cortiqu‚;Graine de sarrasin (Fagopyrum esculentum L.) d‚cortiqu‚e;Cereal grains;Other cereals;Buckwheat (Fagopyrum esculentum), dehulled;Dehulled buckwheat grain (Fagopyrum esculentum L.).
1;C‚r‚ales;1080;C‚r‚ales (autres);8155;Sarrasin de Tartarie (Fagopyrum tataricum);Grain de sarrasin de Tartarie (Fagopyrum tataricum (L.) Gaertn);Cereal grains;Other cereals;Tartary buckwheat (Fagopyrum tataricum);Seed of tartary buckwheat (Fagopyrum tataricum (L.) Gaertn)
1;C‚r‚ales;1080;C‚r‚ales (autres);8157;Sarrasin de Tartarie (Fagopyrum tataricum) d‚cortiqu‚;Grain de sarrasin de Tartarie (Fagopyrum tataricum (L.) Gaertn) d‚cortiqu‚;Cereal grains;Other cereals;Tartary buckwheat (Fagopyrum tataricum), dehulled;Seed of tartary buckwheat (Fagopyrum tataricum (L.) Gaertn), dehulled
1;C‚r‚ales;1080;C‚r‚ales (autres);8239;Grain de s‚taire verte (Setaria viridis);Grain de s‚taire verte (Setaria viridis (L.) P. Beauv.);Cereal grains;Other cereals;Green foxtail (Setaria viridis), grain;Seed of green foxtail (Setaria viridis (L.) P. Beauv.)
1;C‚r‚ales;1080;C‚r‚ales (autres);8240;Grain de s‚taire naine (Setaria pumila);Grain de s‚taire naine (Setaria pumila (Poir.) Roem. & Schult.);Cereal grains;Other cereals;Yellow foxtail (Setaria pumila), grain;Seed of yellow foxtail (Setaria pumila (Poir.) Roem. & Schult.)
1;C‚r‚ales;1080;C‚r‚ales (autres);8245;Avoine sauvage (Avena fatua), grain entier;Grain d'avoine sauvage (Avena fatua L.);Cereal grains;Other cereals;Oats, wild (Avena fatua), grain;Seed of oats, wild (Avena fatua L.)
1;C‚r‚ales;1080;C‚r‚ales (autres);8251;Grain de panic pied-de-coq (Echinochloa crus-galli), d‚cortiqu‚;Grain d‚cortiqu‚ de panic pied-de-coq (Echinochloa crus-galli (L.) P.Beauv.);Cereal grains;Other cereals;Cockspur grass (Echinochloa crus-galli), dehulled;Seed of cockspur grass (Echinochloa crus-galli (L.) P.Beauv.), dehulled
1;C‚r‚ales;1080;C‚r‚ales (autres);8489;M‚teil grain, grains de c‚r‚ales et graines de l‚gumineuses;"M‚lange ind‚termin‚ de grains de c‚r‚ales et de graines de l‚gumineuses.
Originellement, le m‚teil est un m‚lange de bl‚ et de seigle cultiv‚s ensemble. Depuis la fin du 20e siŠcle, il d‚signe des m‚langes de c‚r‚ales (bl‚, seigle, avoine, triticale) et de l‚gumineuses (pois, vesce, f‚verole) r‚colt‚s soit sous forme de fourrage vert, soit sous forme de grains.";Cereal grains;Other cereals;Meslin grain, mix of cereal and legume grains;"A mixture of cereal grains and leguminous seeds.
The term ""m‚teil"" has different meanings in French. Originally, it refers to a mixture of wheat and rye grown together, called meslin in English. Since the end of the 20th century, it has been used to refer to mixtures of cereals (wheat, rye, oats, triticale) and legumes (peas, vetch, faba beans) harvested either as green fodder or as grain."
1;C‚r‚ales;1080;C‚r‚ales (autres);8507;M‚lange de c‚r‚ales Ceremel;M‚lange de c‚r‚ales Ceremel;Cereal grains;Other cereals;Mixture of cereal grains Ceremel;Mixture of cereal grains Ceremel
1;C‚r‚ales;1080;C‚r‚ales (autres);8511;Epeautre (Triticum spelta) d‚cortiqu‚;Grain d'‚peautre (Triticum spelta L.), espŠce de bl‚ dont la balle adhŠre fortement au grain.;Cereal grains;Other cereals;Spelt (Triticum spelta), dehulled;Spelt grain (Triticum spelta L.), dehulled
1;C‚r‚ales;1080;C‚r‚ales (autres);8591;M‚teil, fourrage vert;M‚lange de fourrages de c‚r‚ales et de l‚gumineuses cultiv‚s ensemble.;Cereal grains;Other cereals;Meslin, aerial part, fresh;Mixture of cereal forage and legume seed forage
1;C‚r‚ales;1080;C‚r‚ales (autres);8593;M‚teil grain, grains de c‚r‚ales et graines de l‚gumineuses, biologique;M‚lange ind‚termin‚ de grains de c‚r‚ales et de graines de l‚gumineuses, issu de l'agriculture biologique;Cereal grains;Other cereals;Meslin grain, mix of cereal and legume grains, organic;A mixture of cereal grains and leguminous seeds, grown in organic farming
